Date,close,MSI,MACD,OSC
2018-04-09,"6,773.91",-229.6859716,-28.30989153,9.301954089
2018-04-10,"6,830.34",-225.7295107,-25.91626268,3.956460867
2018-04-11,"6,941.09",-216.4632289,-23.42995531,9.266281858
2018-04-12,"7,920.02",-202.6033815,-20.47579508,13.8598474
2018-04-13,"7,887.14",-183.7853348,-16.82231083,18.81804669
2018-04-14,"8,001.62",-165.2221179,-12.26703243,18.56321686
2018-04-15,"8,357.55",-145.7695967,-7.077460458,19.45252127
2018-04-16,"8,051.61",-122.8539827,-1.379133594,22.91561393
2018-04-17,"7,891.59",-106.9920026,4.929110315,15.86198009
2018-04-18,"8,165.47",-93.54018939,11.0806376,13.45181325
2018-04-19,"8,272.58",-76.11632785,16.8470143,17.42386154
2018-04-20,"8,862.34",-55.48348434,22.56277971,20.63284352
2018-04-21,"8,925.18",-32.91012545,28.42974264,22.57335889
2018-04-22,"8,799.19",-16.6904927,34.50310413,16.21963274
2018-04-23,"8,941.34",0.815606017,40.16211186,17.50609872
2018-04-24,"9,651.20",19.23410266,45.53461739,18.41849664
2018-04-25,"8,862.92",39.94060703,50.69421413,20.70650438
2018-04-26,"9,279.74",51.4998255,55.8107223,11.55921847
2018-04-27,"8,921.95",67.08031842,60.10546583,15.58049293
2018-04-28,"9,339.53",76.92109855,64.02821913,9.840780122
2018-04-29,"9,396.87",90.30522032,67.15695452,13.38412177
2018-04-30,"9,243.40",102.6519786,69.91060075,12.34675828
2018-05-01,"9,070.08",109.1500573,72.25624046,6.498078697
2018-05-02,"9,210.32",117.4150246,73.78892469,8.264967262
2018-05-03,"9,730.39",127.9493567,74.80815987,10.53433215
2018-05-04,"9,690.46",139.5713242,75.59453689,11.62196747
2018-05-05,"9,807.77",146.16511,76.27627656,6.593785826
2018-05-06,"9,607.08",150.0268316,76.46715777,3.861721594
2018-05-07,"9,359.58",147.4333297,76.05334553,-2.593501933
2018-05-08,"9,174.91",140.4335791,74.65553983,-6.999750538
2018-05-09,"9,305.61",131.3014848,72.15123288,-9.132094343
2018-05-10,"9,015.02",121.791897,68.63844659,-9.509587824
2018-05-11,"8,405.25",108.5071001,64.34545949,-13.28479681
2018-05-12,"8,475.48",90.86092363,59.18897059,-17.64617651
2018-05-13,"8,691.60",76.17399836,53.06679603,-14.68692527
2018-05-14,"8,671.97",68.59066752,46.49386413,-7.583330838
2018-05-15,"8,472.71",59.91882658,40.20934849,-8.671840941
2018-05-16,"8,345.11",47.9596687,34.13558569,-11.95915788
2018-05-17,"8,062.51",33.04965064,28.0339232,-14.91001806
2018-05-18,"8,237.32",14.6911972,21.74454034,-18.35845344
2018-05-19,"8,235.15",3.076123794,15.10466814,-11.61507341
2018-05-20,"8,517.35",-8.115284329,8.803797527,-11.19140812
2018-05-21,"8,392.93",-12.98850159,2.874127911,-4.87321726
2018-05-22,"7,986.66",-21.83529958,-2.193124907,-8.846797987
2018-05-23,"7,501.42",-35.23527509,-6.843929378,-13.39997552
2018-05-24,"7,578.88",-52.46121752,-11.47867247,-17.22594243
2018-05-25,"7,464.74",-62.57223195,-16.35321962,-10.11101443
2018-05-26,"7,334.29",-75.44942786,-20.79252444,-12.87719591
2018-05-27,"7,342.26",-87.32732297,-25.06090112,-11.8778951
2018-05-28,"7,105.29",-99.3914264,-29.06700096,-12.06410344
2018-05-29,"7,463.01",-114.9544174,-32.83681392,-15.56299104
2018-05-30,"7,379.63",-121.9311424,-36.65765453,-6.976724992
2018-05-31,"7,486.93",-131.7317263,-39.78998745,-9.800583893
2018-06-01,"7,512.78",-135.1977067,-42.57246024,-3.465980334
2018-06-02,"7,639.51",-136.8302711,-44.54379251,-1.63256439
2018-06-03,"7,709.21",-133.087102,-45.71089509,3.743169065
2018-06-04,"7,492.78",-126.5663967,-45.80576944,6.520705323
2018-06-05,"7,615.62",-126.0035014,-44.83792789,0.562895297
2018-06-06,"7,657.83",-121.3373481,-43.52377062,4.666153248
2018-06-07,"7,686.22",-118.6862401,-41.62593408,2.651108031
2018-06-08,"7,624.00",-118.8712513,-39.45317109,-0.1850111706
2018-06-09,"7,496.46",-122.1802193,-37.31601385,-3.308968032
2018-06-10,"6,772.35",-129.4436256,-35.48031244,-7.263406308
2018-06-11,"6,879.15",-141.3517596,-34.21716783,-11.908134
2018-06-12,"6,549.97",-146.7715951,-33.787522,-5.419835512
2018-06-13,"6,300.41",-156.4168362,-33.49821345,-9.645241124
2018-06-14,"6,641.24",-168.926573,-33.65922214,-12.50973672
2018-06-15,"6,389.60",-173.1229047,-34.39971538,-4.196331766
2018-06-16,"6,485.12",-181.1902936,-34.92260447,-8.067388873
2018-06-17,"6,446.43",-185.6270994,-35.5778494,-4.436805756
2018-06-18,"6,708.57",-191.8375725,-36.03970557,-6.210473162
2018-06-19,"6,738.52",-192.2334789,-36.48627217,-0.3959064283
2018-06-20,"6,756.60",-191.7559513,-36.45193059,0.4775276612
2018-06-21,"6,717.83",-192.7340251,-35.9715248,-0.9780738306
2018-06-22,"6,059.79",-196.8517479,-35.26322958,-4.117722737
2018-06-23,"6,170.58",-205.3332818,-34.63491656,-8.481533938
2018-06-24,"6,150.87",-212.5034666,-34.42453823,-7.170184845
2018-06-25,"6,246.91",-222.1165971,-34.43939003,-9.613130447
2018-06-26,"6,071.07",-225.5703804,-34.82541378,-3.453783284
2018-06-27,"6,134.45",-233.4406529,-35.0064987,-7.870272543
2018-06-28,"5,852.18",-237.6476724,-35.37726791,-4.207019497
2018-06-29,"6,201.50",-245.6015755,-35.60019955,-7.953903046
2018-06-30,"6,386.45",-246.2192944,-36.0036602,-0.6177189641
2018-07-01,"6,347.71",-240.4614874,-35.95874045,5.75780702
2018-07-02,"6,614.40",-233.4813947,-35.05444846,6.980092702
2018-07-03,"6,503.62",-221.2911482,-33.38966018,12.1902465
2018-07-04,"6,584.91",-212.8071714,-30.73238861,8.483976758
2018-07-05,"6,530.58",-201.0344752,-27.62346956,11.77269625
2018-07-06,"6,593.61",-193.2087873,-23.93377694,7.825687931
2018-07-07,"6,755.63",-185.8969199,-20.14597113,7.31186738
2018-07-08,"6,703.54",-175.2609284,-16.36545041,10.63599147
2018-07-09,"6,664.82",-165.8359908,-12.36854797,9.424937613
2018-07-10,"6,301.69",-161.4936289,-8.344272702,4.342361876
2018-07-11,"6,381.99",-163.0185811,-4.749859821,-1.524952189
2018-07-12,"6,246.47",-163.6524621,-2.001243524,-0.6338809533
2018-07-13,"6,214.20",-169.0213077,0.1244709744,-5.368845642
2018-07-14,"6,248.26",-170.1117039,1.360214351,-1.090396223
2018-07-15,"6,345.36",-169.6385739,2.225905169,0.4731300118
2018-07-16,"6,726.52",-164.3309946,2.916529085,5.307579292
2018-07-17,"7,316.35",-153.5164991,3.847776039,10.81449553
2018-07-18,"7,374.96",-137.7476627,5.396230976,15.76883644
2018-07-19,"7,470.08",-126.0217089,7.805825289,11.72595373
2018-07-20,"7,330.03",-118.5110497,10.54013252,7.510659246
2018-07-21,"7,405.85",-116.8420205,13.16142147,1.669029166
2018-07-22,"7,398.97",-110.1759302,15.19829209,6.666090303
2018-07-23,"7,718.33",-106.7706831,17.15269888,3.405247122
2018-07-24,"8,397.78",-105.6704831,18.76010056,1.100199968
2018-07-25,"8,164.30",-101.1465995,19.89343577,4.523883651
2018-07-26,"7,927.34",-96.51808569,20.91555025,4.628513781
2018-07-27,"8,184.12",-96.92325571,21.84722452,-0.4051700258
2018-07-28,"8,233.11",-92.73019955,22.29587627,4.193056169
2018-07-29,"8,215.66",-90.52662526,22.7277888,2.203574285
2018-07-30,"8,166.77",-89.73507586,22.98295937,0.7915494027
2018-07-31,"7,725.94",-93.35476548,22.98410881,-3.619689619
2018-08-01,"7,603.06",-101.827966,22.43433203,-8.473200534
2018-08-02,"7,535.27",-111.8085524,21.07200851,-9.980586364
2018-08-03,"7,414.94",-124.4280507,18.96835204,-12.61949832
2018-08-04,"7,013.51",-136.1407212,16.09734096,-11.71267054
2018-08-05,"7,030.40",-150.7194907,12.73018373,-14.57876945
2018-08-06,"6,935.35",-158.5758808,8.784045501,-7.856390161
2018-08-07,"6,718.47",-168.3453548,4.965518098,-9.769473921
2018-08-08,"6,279.12",-181.2016679,1.137875995,-12.85631317
2018-08-09,"6,541.67",-197.3329471,-2.899530987,-16.13127915
2018-08-10,"6,134.17",-205.0836658,-7.316524186,-7.750718679
2018-08-11,"6,233.85",-216.5302516,-11.31204315,-11.44658588
2018-08-12,"6,314.31",-228.579571,-15.22664129,-12.04931941
2018-08-13,"6,253.40",-240.483981,-19.08131042,-11.90440997
2018-08-14,"6,195.40",-255.0049714,-22.83353905,-14.52099036
2018-08-15,"6,270.14",-270.290533,-26.67147765,-15.28556164
2018-08-16,"6,314.81",-279.6533753,-30.59382218,-9.362842273
2018-08-17,"6,583.90",-284.8054783,-34.06512999,-5.152103004
2018-08-18,"6,396.48",-282.0316387,-36.80760295,2.773839586
2018-08-19,"6,484.53",-283.7949874,-38.31552929,-1.763348698
2018-08-20,"6,258.78",-279.0288153,-39.20097485,4.766172063
2018-08-21,"6,476.80",-279.4037339,-39.06775778,-0.3749185469
2018-08-22,"6,356.39",-274.6724103,-38.54807686,4.731323575
2018-08-23,"6,525.69",-274.6989063,-37.32419759,-0.0264960295
2018-08-24,"6,692.28",-268.7932057,-35.94208449,5.905700689
2018-08-25,"6,733.29",-258.0450053,-33.97852591,10.74820038
2018-08-26,"6,706.69",-247.3102087,-31.19549935,10.73479661
2018-08-27,"6,908.60",-238.7405463,-27.80322412,8.569662411
2018-08-28,"7,075.94",-225.7649219,-24.14499297,12.97562436
2018-08-29,"7,030.10",-208.5870782,-19.9686083,17.1778437
2018-08-30,"6,982.02",-197.0022262,-15.09863724,11.58485201
2018-08-31,"7,016.32",-190.3573063,-10.18692087,6.644919865
2018-09-01,"7,190.89",-180.769253,-5.692540694,9.588053279
2018-09-02,"7,291.15",-166.712761,-1.341571455,14.05649208
2018-09-03,"7,256.12",-157.3060362,3.20391175,9.406724797
2018-09-04,"7,358.81",-149.921896,7.479069952,7.384140145
2018-09-05,"6,685.47",-139.9039865,11.33236952,10.01790957
2018-09-06,"6,494.82",-136.4842936,15.02134209,3.419692875
2018-09-07,"6,397.12",-133.2231744,18.01317539,3.261119138
2018-09-08,"6,251.30",-133.8139414,20.41207224,-0.5907670019
2018-09-09,"6,289.41",-139.3951173,22.0118069,-5.581175817
2018-09-10,"6,340.54",-142.9151867,22.56909147,-3.520069474
2018-09-11,"6,325.12",-146.4554099,22.46770954,-3.540223204
2018-09-12,"6,355.91",-153.9951635,21.84982602,-7.539753527
2018-09-13,"6,478.62",-162.1168166,20.51526655,-8.121653186
2018-09-14,"6,473.28",-162.8953858,18.58799815,-0.778569128
2018-09-15,"6,503.63",-164.4917252,16.80409291,-1.596339413
2018-09-16,"6,487.89",-163.1792765,15.08760341,1.312448691
2018-09-17,"6,302.72",-161.1863762,13.67553371,1.992900276
2018-09-18,"6,363.55",-164.2216543,12.57234256,-3.035278121
2018-09-19,"6,405.78",-161.7408486,11.32261401,2.480805741
2018-09-20,"6,483.24",-158.4561952,10.41234834,3.284653415
2018-09-21,"6,677.61",-151.2006753,9.842541628,7.255519908
2018-09-22,"6,647.50",-139.3863421,9.862734064,11.81433316
2018-09-23,"6,638.72",-132.4332953,10.70861245,6.953046825
2018-09-24,"6,549.62",-122.1714135,11.80396121,10.26188177
2018-09-25,"6,439.14",-117.8317873,13.34623402,4.339626248
2018-09-26,"6,456.59",-116.8773876,14.74865459,0.9543996409
2018-09-27,"6,625.28",-113.7221287,15.75547575,3.155258894
2018-09-28,"6,577.19",-105.5009115,16.61644774,8.221217261
2018-09-29,"6,549.69",-101.0894059,17.75746081,4.411505578
2018-09-30,"6,565.65",-94.95726134,18.80096767,6.132144561
2018-10-01,"6,543.08",-88.38463117,19.89344791,6.572630169
2018-10-02,"6,488.53",-84.46824896,21.04698613,3.916382213
2018-10-03,"6,460.59",-81.34254066,22.02332166,3.1257083
2018-10-04,"6,524.52",-82.60848709,22.78662313,-1.265946438
2018-10-05,"6,552.96",-80.4229686,23.02398755,2.185518494
2018-10-06,"6,548.00",-75.49737518,23.12191856,4.925593418
2018-10-07,"6,572.83",-74.35364567,23.32807231,1.143729511
2018-10-08,"6,605.71",-73.14912845,23.31497949,1.204517223
2018-10-09,"6,589.22",-68.29866032,23.13511066,4.85046813
2018-10-10,"6,525.59",-65.7551565,23.11747173,2.543503816
2018-10-11,"6,152.85",-64.59682469,23.04310567,1.158331808
2018-10-12,"6,191.90",-69.32860661,22.8146447,-4.731781918
2018-10-13,"6,197.15",-70.37277686,21.99819104,-1.044170244
2018-10-14,"6,182.46",-69.55881827,21.02453209,0.813958588
2018-10-15,"6,439.25",-71.26022932,20.08702925,-1.701411053
2018-10-16,"6,458.80",-67.40377436,18.98788136,3.856454959
2018-10-17,"6,440.62",-62.91462624,18.21797693,4.489148124
2018-10-18,"6,394.39",-59.1069712,17.76527186,3.80765504
2018-10-19,"6,384.24",-59.80103102,17.51187973,-0.6940598221
2018-10-20,"6,413.10",-59.04058675,17.05842095,0.7604442699
2018-10-21,"6,412.98",-54.8403437,16.56941124,4.200243047
2018-10-22,"6,407.69",-51.82007392,16.3325209,3.020269787
2018-10-23,"6,394.55",-49.62378262,16.20173066,2.1962913
2018-10-24,"6,413.46",-48.04297438,16.08982729,1.580808237
2018-10-25,"6,392.95",-46.0963082,15.94489822,1.946666177
2018-10-26,"6,405.34",-46.74656682,15.80493117,-0.6502586148
2018-10-27,"6,409.30",-47.81394484,15.46328471,-1.067378019
2018-10-28,"6,405.52",-50.93262306,14.93424626,-3.118678219
2018-10-29,"6,265.62",-50.18956956,14.10078315,0.7430535005
2018-10-30,"6,270.63",-54.2484507,13.34636723,-4.058881147
2018-10-31,"6,305.13",-56.39269157,12.27941988,-2.144240864
2018-11-01,"6,342.30",-58.48919379,11.13250551,-2.096502218
2018-11-02,"6,349.35",-56.83439695,9.939817368,1.654796835
2018-11-03,"6,332.71",-54.68051341,9.024107407,2.153883541
2018-11-04,"6,422.51",-54.61068015,8.375651767,0.06983325748
2018-11-05,"6,404.12",-54.32305905,7.777724197,0.2876210986
2018-11-06,"6,448.93",-54.65066746,7.243571526,-0.3276084028
2018-11-07,"6,502.23",-51.10265904,6.716394016,3.548008416
2018-11-08,"6,406.60",-47.65873829,6.509855111,3.443920753
2018-11-09,"6,332.57",-48.42103209,6.548579218,-0.7622938019
2018-11-10,"6,348.99",-52.27582787,6.443481173,-3.854795778
2018-11-11,"6,358.58",-52.65543885,5.980204339,-0.3796109878
2018-11-12,"6,324.86",-55.76186879,5.518805324,-3.106429938
2018-11-13,"6,259.63",-60.28419678,4.846611623,-4.52232799
2018-11-14,"5,602.16",-67.79450597,3.903976587,-7.510309185
2018-11-15,"5,576.96",-79.82198753,2.521842118,-12.02748156
2018-11-16,"5,512.78",-92.65151406,0.4507770724,-12.82952653
2018-11-17,"5,502.62",-106.3026414,-2.200427312,-13.65112735
2018-11-18,"5,560.15",-119.8879818,-5.341484469,-13.58534042
2018-11-19,"4,735.99",-127.2491477,-8.825285928,-7.361165885
2018-11-20,"4,354.46",-139.0518385,-12.04140246,-11.80269083
2018-11-21,"4,544.50",-153.7930198,-15.36545311,-14.7411812
2018-11-22,"4,266.62",-160.4729043,-18.97059611,-6.679884569
2018-11-23,"4,286.68",-169.9269808,-22.11181749,-9.454076522
2018-11-24,"3,782.66",-181.0057211,-25.0750732,-11.07874026
2018-11-25,"3,935.51",-195.0181552,-27.99473062,-14.01243405
2018-11-26,"3,729.05",-203.0688352,-31.08098425,-8.050680077
2018-11-27,"3,772.04",-213.8819623,-33.78700947,-10.81312703
2018-11-28,"4,222.17",-219.0029158,-36.38466318,-5.120953534
2018-11-29,"4,245.06",-216.7314562,-38.41373104,2.27145957
2018-11-30,"3,971.62",-214.1508408,-39.3844942,2.580615476
2018-12-01,"4,140.60",-216.3188001,-39.49037641,-2.167959302
2018-12-02,"4,102.10",-212.035951,-39.29624241,4.28284906
2018-12-03,"3,833.88",-211.759075,-38.35467092,0.276875964
2018-12-04,"3,903.50",-216.2086904,-37.15779521,-4.449615413
2018-12-05,"3,694.33",-216.4772079,-36.1515765,-0.2685174633
2018-12-06,"3,435.64",-221.269544,-34.97266493,-4.792336129
2018-12-07,"3,379.46",-229.8057834,-34.03276199,-8.536239407
2018-12-08,"3,397.80",-239.400379,-33.58948663,-9.594595513
2018-12-09,"3,532.52",-246.451896,-33.62478578,-7.051517007
2018-12-10,"3,409.44",-246.3938233,-33.83176755,0.05807270187
2018-12-11,"3,349.50",-250.0573417,-33.60375296,-3.663518461
2018-12-12,"3,431.88",-255.484503,-33.33440679,-5.427161313
2018-12-13,"3,263.29",-256.4924432,-33.17643726,-1.007940145
2018-12-14,"3,195.45",-261.6169095,-32.75499837,-5.124466345
2018-12-15,"3,181.68",-268.9353834,-32.46032422,-7.318473915
2018-12-16,"3,192.87",-275.3931415,-32.44334581,-6.457758017
2018-12-17,"3,499.60",-276.4826986,-32.57546769,-1.089557135
2018-12-18,"3,667.96",-270.2769962,-32.39466783,6.205702405
2018-12-19,"3,683.65",-259.2648754,-31.38880372,11.0121208
2018-12-20,"4,075.20",-245.5983275,-29.3645666,13.66654792
2018-12-21,"3,839.43",-227.6305771,-26.35377795,17.96775037
2018-12-22,"3,980.50",-215.6751374,-22.26124519,11.95543972
2018-12-23,"3,944.39",-199.8200005,-17.84744518,15.85513691
2018-12-24,"4,034.35",-181.7098981,-12.92115283,18.11010232
2018-12-25,"3,779.12",-164.5623509,-7.469591933,17.14754724
2018-12-26,"3,809.24",-154.723526,-1.74540693,9.838824906
2018-12-27,"3,589.71",-144.5828528,3.544107603,10.14067319
2018-12-28,"3,888.18",-140.6348027,8.456868046,3.948050102
2018-12-29,"3,727.34",-131.8011856,12.52446649,8.833617113
2018-12-30,"3,831.04",-126.8345768,16.27327841,4.966608823
2018-12-31,"3,692.35",-123.3990931,19.42112801,3.43548369
2019-01-01,"3,823.32",-124.4898988,21.94012423,-1.090805717
2019-01-02,"3,888.33",-120.7452279,23.57665102,3.744670868
2019-01-03,"3,787.20",-112.0849479,24.88887053,8.660279995
2019-01-04,"3,820.78",-108.6651235,26.32417743,3.419824398
2019-01-05,"3,796.12",-103.2429878,27.42152151,5.42213574
2019-01-06,"4,040.95",-98.93598653,28.40130309,4.30700126
2019-01-07,"4,006.06",-89.60396026,29.18885511,9.332026272
2019-01-08,"3,993.48",-85.02219773,30.21768167,4.581762527
2019-01-09,"4,001.71",-80.42481952,31.04487804,4.597378212
2019-01-10,"3,625.97",-75.83707679,31.705921,4.587742731
2019-01-11,"3,635.02",-76.98051111,32.2284849,-1.143434318
2019-01-12,"3,617.97",-76.61838463,32.17941074,0.3621264763
2019-01-13,"3,514.22",-77.27081431,31.80313298,-0.652429677
2019-01-14,"3,664.04",-82.88742735,31.09385392,-5.61661304
2019-01-15,"3,581.70",-81.8203341,29.73575614,1.067093251
2019-01-16,"3,607.34",-84.94400744,28.41797465,-3.123673338
2019-01-17,"3,641.02",-83.93516784,26.81249129,1.008839596
2019-01-18,"3,609.32",-80.09807388,25.32955572,3.837093957
2019-01-19,"3,683.41",-80.26200792,24.18514868,-0.163934035
2019-01-20,"3,534.25",-74.94600122,22.99984189,5.316006702
2019-01-21,"3,532.23",-74.87122522,22.23314517,0.07477599921
2019-01-22,"3,576.72",-76.27807535,21.38505272,-1.406850132
2019-01-23,"3,553.61",-75.34468157,20.36466116,0.9333937766
2019-01-24,"3,570.31",-76.71504622,19.40759193,-1.37036465
2019-01-25,"3,560.82",-76.6482725,18.32726539,0.06677371762
2019-01-26,"3,556.51",-78.55307935,17.27732466,-1.904806846
2019-01-27,"3,531.82",-80.83406354,16.10587854,-2.280984194
2019-01-28,"3,430.04",-86.22527445,14.82257724,-5.391210906
2019-01-29,"3,394.60",-96.14877314,13.21815538,-9.923498689
2019-01-30,"3,436.60",-106.0977604,11.01887733,-9.948987251
2019-01-31,"3,411.58",-109.9187954,8.376573578,-3.821035035
2019-02-01,"3,437.85",-117.5813261,5.906121138,-7.662530715
2019-02-02,"3,466.58",-121.290023,3.292019242,-3.708696868
2019-02-03,"3,415.20",-121.9996485,0.9105673593,-0.7096254445
2019-02-04,"3,411.45",-125.9415197,-1.022227654,-3.94187125
2019-02-05,"3,429.82",-129.9272518,-2.839327691,-3.985732058
2019-02-06,"3,366.55",-134.6305561,-4.548574691,-4.703304388
2019-02-07,"3,359.66",-141.6238684,-6.211085087,-6.993312208
2019-02-08,"3,622.38",-145.7401707,-8.000711185,-4.116302334
2019-02-09,"3,624.04",-142.5760481,-9.640029697,3.164122621
2019-02-10,"3,648.38",-137.6029827,-10.56212952,4.973065344
2019-02-11,"3,589.84",-130.0081367,-10.76749449,7.594846045
2019-02-12,"3,587.88",-126.3096424,-10.19982982,3.698494315
2019-02-13,"3,575.52",-121.5610213,-9.343804331,4.748621114
2019-02-14,"3,561.64",-118.5382848,-8.187839609,3.022736421
2019-02-15,"3,566.85",-119.1062935,-6.947730559,-0.5680086731
2019-02-16,"3,581.17",-117.4415492,-5.942269966,1.664744315
2019-02-17,"3,625.62",-113.8761248,-4.953997648,3.565424398
2019-02-18,"3,868.62",-106.503446,-3.838833086,7.372678747
2019-02-19,"3,889.15",-94.51242822,-2.333247354,11.99101782
2019-02-20,"3,939.67",-83.83268558,-0.1705192499,10.67974264
2019-02-21,"3,899.20",-70.52748193,2.377814367,13.30520365
2019-02-22,"3,942.23",-62.94403514,5.408658212,7.583446792
2019-02-23,"4,111.96",-51.4906077,8.326561159,11.45342745
2019-02-24,"3,732.40",-36.78561393,11.4314416,14.70499377
2019-02-25,"3,819.89",-29.77405593,14.90681533,7.011558003
2019-02-26,"3,797.68",-18.97544329,18.01913482,10.79861263
2019-02-27,"3,799.37",-9.49289201,21.11364329,9.482551282
2019-02-28,"3,792.17",-2.482985941,24.05394725,7.009906069
2019-03-01,"3,806.51",3.27775894,26.64267993,5.760744881
2019-03-02,"3,810.63",9.641667282,28.82681562,6.363908341
2019-03-03,"3,787.94",12.78946084,30.71718452,3.147793558
2019-03-04,"3,700.08",12.87173729,32.09929542,0.0822764507
2019-03-05,"3,844.82",8.532585232,32.82290528,-4.339152058
2019-03-06,"3,851.40",10.13480756,32.66964269,1.602222327
2019-03-07,"3,855.74",10.80889387,32.30507415,0.6740863141
2019-03-08,"3,843.52",12.48605346,31.7050678,1.677159592
2019-03-09,"3,917.53",12.11245491,31.00745655,-0.3735985536
2019-03-10,"3,898.96",16.08732614,30.07773097,3.974871225
2019-03-11,"3,850.20",18.96026466,29.32363107,2.872938529
2019-03-12,"3,861.24",19.17668605,28.62781991,0.2164213818
2019-03-13,"3,850.97",22.92070316,27.77369013,3.744017114
2019-03-14,"3,854.62",24.66209454,27.08665888,1.741391379
2019-03-15,"3,901.30",27.68253396,26.37862108,3.020439419
2019-03-16,"3,989.80",33.48145726,25.76422627,5.798923296
2019-03-17,"3,965.74",39.12698965,25.45184557,5.645532395
2019-03-18,"3,969.92",42.61314516,25.36740919,3.486155512
2019-03-19,"4,000.07",42.83560266,25.29026593,0.2224574995
2019-03-20,"4,031.89",44.26648607,24.95936379,1.430883411
2019-03-21,"3,973.60",47.42341922,24.52981733,3.156933149
2019-03-22,"3,983.66",45.74034023,24.16557112,-1.683078991
2019-03-23,"3,982.73",45.82746626,23.47053921,0.08712602424
2019-03-24,"3,970.09",47.62768194,22.66547822,1.800215682
2019-03-25,"3,908.16",46.0835882,21.92004334,-1.544093739
2019-03-26,"3,920.73",40.38783037,20.96303653,-5.695757825
2019-03-27,"4,026.30",35.47087854,19.51998741,-4.91695183
2019-03-28,"4,012.50",36.5443906,17.77470791,1.073512056
2019-03-29,"4,088.16",36.33438172,16.29039919,-0.2100088827
2019-03-30,"4,093.50",35.62801248,14.92508084,-0.7063692407
2019-03-31,"4,095.32",34.20078698,13.62895204,-1.4272255
2019-04-01,"4,136.92",34.7643655,12.34429807,0.5635785249
2019-04-02,"4,902.07",37.52726357,11.24208487,2.762898074
2019-04-03,"4,975.84",45.25676537,10.47081471,7.729501798
2019-04-04,"4,906.95",50.09406585,10.36381614,4.837300473
2019-04-05,"5,039.87",51.93434768,10.54776069,1.840281838
2019-04-06,"5,044.89",57.50297718,10.71847751,5.568629496
2019-04-07,"5,193.97",59.53150077,11.17430326,2.028523596
2019-04-08,"5,286.60",64.22309121,11.56590876,4.691590433
2019-04-09,"5,191.40",64.66814583,12.11517488,0.4450546269
2019-04-10,"5,320.65",61.08018707,12.44294985,-3.587958761
2019-04-11,"5,041.97",57.66194166,12.27173467,-3.418245413
2019-04-12,"5,081.23",49.10589239,11.72506235,-8.556049274
2019-04-13,"5,066.23",44.49980106,10.48060504,-4.606091328
2019-04-14,"5,161.73",39.29395423,9.018728286,-5.205846828
2019-04-15,"5,032.24",38.60134568,7.355324496,-0.6926085467
2019-04-16,"5,203.27",32.87101891,5.913015723,-5.730326773
2019-04-17,"5,232.93",32.56209469,4.258496847,-0.308924223
2019-04-18,"5,282.15",31.29001427,2.889047968,-1.272080421
2019-04-19,"5,288.23",32.5007957,1.681717811,1.210781431
2019-04-20,"5,319.15",32.52837011,0.8132255473,0.02757440771
2019-04-21,"5,296.64",32.04416464,0.1257150309,-0.4842054693
2019-04-22,"5,387.10",26.3248084,-0.4529915368,-5.719356237
2019-04-23,"5,531.93",22.65799504,-1.357476764,-3.666813362
2019-04-24,"5,442.55",16.1644399,-2.343158543,-6.493555137
2019-04-25,"5,133.62",4.986488322,-3.606718084,-11.17795158
2019-04-26,"5,152.02",-10.24073246,-5.44727263,-15.22722078
2019-04-27,"5,170.55",-21.6539423,-8.041932434,-11.41320984
2019-04-28,"5,157.28",-28.44910674,-10.89359509,-6.79516444
2019-04-29,"5,149.06",-36.86186654,-13.54572459,-8.4127598
2019-04-30,"5,269.56",-48.31560657,-16.14033994,-11.45374003
2019-05-01,"5,323.21",-52.912116,-18.9029114,-4.596509433
2019-05-02,"5,389.01",-58.72271073,-21.21857456,-5.810594723
2019-05-03,"5,658.98",-62.3422954,-23.25455668,-3.619584671
2019-05-04,"5,766.92",-62.07046855,-24.87343197,0.2718268455
2019-05-05,"5,714.35",-65.67284399,-25.83663945,-3.602375442
2019-05-06,"5,686.85",-70.86965051,-26.58422353,-5.19680652
2019-05-07,"5,747.25",-75.00371157,-27.2815435,-4.134061059
2019-05-08,"5,941.00",-81.50845496,-27.84675868,-6.504743385
2019-05-09,"6,151.84",-86.60760802,-28.49114601,-5.099153057
2019-05-10,"6,350.47",-93.77948558,-29.07809251,-7.171877561
2019-05-11,"7,218.77",-96.1876832,-29.77869218,-2.408197624
2019-05-12,"6,976.07",-93.21089349,-30.18034368,2.97678971
2019-05-13,"7,818.49",-95.04482356,-29.91362766,-1.833930068
2019-05-14,"7,991.53",-92.18274939,-29.51006249,2.862074173
2019-05-15,"8,203.37",-87.01990196,-28.62926833,5.162847427
2019-05-16,"7,880.26",-76.71570764,-27.20107689,10.30419432
2019-05-17,"7,356.83",-70.26718269,-24.95015269,6.448524947
2019-05-18,"7,262.96",-69.54749768,-22.38786362,0.7196850056
2019-05-19,"8,196.84",-70.52956925,-20.06782907,-0.9820715692
2019-05-20,"8,003.54",-65.46173234,-18.09978686,5.067836917
2019-05-21,"7,953.31",-64.74656285,-15.94733618,0.7151694886
2019-05-22,"7,623.38",-61.05649986,-14.02215661,3.69006299
2019-05-23,"7,880.26",-62.14135324,-12.05966439,-1.084853382
2019-05-24,"8,001.27",-59.50333585,-10.47120819,2.638017387
2019-05-25,"8,067.46",-55.89545404,-8.896921091,3.607881808
2019-05-26,"8,737.82",-52.37637756,-7.27430762,3.519076479
2019-05-27,"8,775.72",-46.05082502,-5.639407117,6.32555254
