Date,close,Index (MSI),MACD
9-3-2018,"9,246.63",-100.94,-19.41
10-3-2018,"8,777.03",-114.72,-21.82
11-3-2018,"9,531.52",-131.07,-24.56
12-3-2018,"9,113.49",-138.54,-27.72
13-3-2018,"9,143.89",-148.48,-30.49
14-3-2018,"8,194.19",-158.58,-33.10
15-3-2018,"8,260.16",-172.57,-35.57
16-3-2018,"8,263.84",-184.91,-38.22
17-3-2018,"7,860.59",-194.49,-40.84
18-3-2018,"8,190.18",-207.65,-43.19
19-3-2018,"8,598.79",-216.20,-45.60
20-3-2018,"8,903.31",-217.48,-47.64
21-3-2018,"8,892.03",-212.84,-48.80
22-3-2018,"8,710.45",-208.64,-48.79
23-3-2018,"8,922.42",-207.56,-47.88
24-3-2018,"8,537.17",-206.14,-46.54
25-3-2018,"8,452.08",-205.44,-44.85
26-3-2018,"8,143.28",-203.96,-42.95
27-3-2018,"7,791.62",-206.72,-40.86
28-3-2018,"7,940.08",-213.60,-38.98
29-3-2018,"7,083.77",-216.95,-37.61
30-3-2018,"6,835.18",-224.98,-36.37
31-3-2018,"6,922.18",-232.16,-35.63
1-4-2018,"6,812.64",-236.88,-35.21
2-4-2018,"7,050.62",-245.49,-34.86
3-4-2018,"7,418.63",-247.46,-34.88
4-4-2018,"6,794.09",-242.45,-34.65
5-4-2018,"6,774.51",-242.80,-33.68
6-4-2018,"6,611.62",-241.74,-32.56
7-4-2018,"6,897.00",-243.96,-31.23
8-4-2018,"7,021.12",-238.99,-30.01
9-4-2018,"6,773.91",-229.69,-28.31
10-4-2018,"6,830.34",-225.73,-25.92
11-4-2018,"6,941.09",-216.46,-23.43
12-4-2018,"7,920.02",-202.60,-20.48
13-4-2018,"7,887.14",-183.79,-16.82
14-4-2018,"8,001.62",-165.22,-12.27
15-4-2018,"8,357.55",-145.77,-7.08
16-4-2018,"8,051.61",-122.85,-1.38
17-4-2018,"7,891.59",-106.99,4.93
18-4-2018,"8,165.47",-93.54,11.08
19-4-2018,"8,272.58",-76.12,16.85
20-4-2018,"8,862.34",-55.48,22.56
21-4-2018,"8,925.18",-32.91,28.43
22-4-2018,"8,799.19",-16.69,34.50
23-4-2018,"8,941.34",0.82,40.16
24-4-2018,"9,651.20",19.23,45.53
25-4-2018,"8,862.92",39.94,50.69
26-4-2018,"9,279.74",51.50,55.81
27-4-2018,"8,921.95",67.08,60.11
28-4-2018,"9,339.53",76.92,64.03
29-4-2018,"9,396.87",90.31,67.16
30-4-2018,"9,243.40",102.65,69.91
1-5-2018,"9,070.08",109.15,72.26
2-5-2018,"9,210.32",117.42,73.79
3-5-2018,"9,730.39",127.95,74.81
4-5-2018,"9,690.46",139.57,75.59
5-5-2018,"9,807.77",146.17,76.28
6-5-2018,"9,607.08",150.03,76.47
7-5-2018,"9,359.58",147.43,76.05
8-5-2018,"9,174.91",140.43,74.66
9-5-2018,"9,305.61",131.30,72.15
10-5-2018,"9,015.02",121.79,68.64
11-5-2018,"8,405.25",108.51,64.35
12-5-2018,"8,475.48",90.86,59.19
13-5-2018,"8,691.60",76.17,53.07
14-5-2018,"8,671.97",68.59,46.49
15-5-2018,"8,472.71",59.92,40.21
16-5-2018,"8,345.11",47.96,34.14
17-5-2018,"8,062.51",33.05,28.03
18-5-2018,"8,237.32",14.69,21.74
19-5-2018,"8,235.15",3.08,15.10
20-5-2018,"8,517.35",-8.12,8.80
21-5-2018,"8,392.93",-12.99,2.87
22-5-2018,"7,986.66",-21.84,-2.19
23-5-2018,"7,501.42",-35.24,-6.84
24-5-2018,"7,578.88",-52.46,-11.48
25-5-2018,"7,464.74",-62.57,-16.35
26-5-2018,"7,334.29",-75.45,-20.79
27-5-2018,"7,342.26",-87.33,-25.06
28-5-2018,"7,105.29",-99.39,-29.07
29-5-2018,"7,463.01",-114.95,-32.84
30-5-2018,"7,379.63",-121.93,-36.66
31-5-2018,"7,486.93",-131.73,-39.79
1-6-2018,"7,512.78",-135.20,-42.57
2-6-2018,"7,639.51",-136.83,-44.54
3-6-2018,"7,709.21",-133.09,-45.71
4-6-2018,"7,492.78",-126.57,-45.81
5-6-2018,"7,615.62",-126.00,-44.84
6-6-2018,"7,657.83",-121.34,-43.52
7-6-2018,"7,686.22",-118.69,-41.63
8-6-2018,"7,624.00",-118.87,-39.45
9-6-2018,"7,496.46",-122.18,-37.32
10-6-2018,"6,772.35",-129.44,-35.48
11-6-2018,"6,879.15",-141.35,-34.22
12-6-2018,"6,549.97",-146.77,-33.79
13-6-2018,"6,300.41",-156.42,-33.50
14-6-2018,"6,641.24",-168.93,-33.66
15-6-2018,"6,389.60",-173.12,-34.40
16-6-2018,"6,485.12",-181.19,-34.92
17-6-2018,"6,446.43",-185.63,-35.58
18-6-2018,"6,708.57",-191.84,-36.04
19-6-2018,"6,738.52",-192.23,-36.49
20-6-2018,"6,756.60",-191.76,-36.45
21-6-2018,"6,717.83",-192.73,-35.97
22-6-2018,"6,059.79",-196.85,-35.26
23-6-2018,"6,170.58",-205.33,-34.63
24-6-2018,"6,150.87",-212.50,-34.42
25-6-2018,"6,246.91",-222.12,-34.44
26-6-2018,"6,071.07",-225.57,-34.83
27-6-2018,"6,134.45",-233.44,-35.01
28-6-2018,"5,852.18",-237.65,-35.38
